MaritalStatus,Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,EnglishEducation,EnglishOccupation,HouseOwnerFlag,NumberCarsOwned,Bikebought,CustomerKey
M,F,100000,3,2,Partial College,Professional,1,4,0,22081
S,M,110000,1,3,Bachelors,Management,1,3,1,22082
M,M,110000,1,3,Bachelors,Management,1,3,0,22083
M,M,110000,1,3,Partial College,Professional,1,4,0,22084
M,F,110000,1,3,Partial College,Professional,1,4,0,22085
M,F,110000,1,3,Partial College,Professional,1,4,0,22086
M,F,120000,1,3,High School,Professional,1,4,0,22087
M,F,130000,1,3,Bachelors,Management,1,2,1,22088
M,M,130000,1,3,Bachelors,Management,1,3,1,22089
M,F,70000,4,3,High School,Professional,1,0,0,22090
M,F,80000,3,2,Partial College,Professional,1,1,1,22091
M,F,90000,2,1,High School,Professional,1,1,1,22092
M,F,90000,2,1,High School,Professional,1,1,1,22093
M,M,90000,2,1,High School,Professional,1,1,1,22094
S,M,90000,2,1,High School,Professional,1,1,0,22095
S,M,70000,2,0,Partial High School,Skilled Manual,1,2,0,22096
M,M,40000,3,0,Partial College,Professional,1,2,0,22097
S,F,50000,2,0,Graduate Degree,Management,0,2,0,22098
M,M,80000,4,0,Graduate Degree,Management,1,2,1,22099
M,M,80000,5,4,Partial College,Professional,1,3,0,22100
S,F,90000,4,3,High School,Professional,0,3,0,22101
M,M,100000,0,3,Partial College,Professional,1,1,0,22102
M,F,110000,3,3,Partial College,Professional,0,4,0,22103
S,M,110000,4,3,Partial College,Professional,1,4,1,22104
M,F,120000,5,4,High School,Professional,1,2,0,22105
M,F,160000,1,3,Partial College,Professional,1,2,1,22106
S,M,70000,2,0,Partial High School,Skilled Manual,0,2,0,22107
S,M,70000,2,0,Partial High School,Skilled Manual,0,2,0,22108
M,M,60000,2,0,Partial High School,Skilled Manual,0,2,1,22109
M,M,60000,2,0,Partial High School,Skilled Manual,1,2,0,22110
M,F,60000,2,0,Partial High School,Skilled Manual,0,2,1,22111
M,F,60000,3,0,Partial High School,Skilled Manual,1,2,1,22112
S,F,70000,3,0,Graduate Degree,Management,1,2,1,22113
M,M,70000,3,0,Graduate Degree,Management,1,2,1,22114
M,M,70000,3,0,Graduate Degree,Management,0,2,1,22115
S,M,70000,3,0,Graduate Degree,Management,1,2,1,22116
M,F,70000,3,0,Graduate Degree,Management,1,2,1,22117
S,F,70000,3,0,Graduate Degree,Management,1,2,1,22118
M,F,70000,3,0,Graduate Degree,Management,1,2,1,22119
M,F,60000,3,0,Graduate Degree,Management,1,2,1,22120
M,M,40000,3,0,Partial College,Professional,0,2,1,22121
M,F,40000,3,0,Partial College,Professional,1,2,0,22122
S,F,60000,3,0,Graduate Degree,Management,1,2,0,22123
M,F,60000,3,0,Graduate Degree,Management,1,2,0,22124
M,M,60000,3,0,Graduate Degree,Management,1,2,0,22125
M,F,60000,3,0,Graduate Degree,Management,0,2,0,22126
M,M,60000,3,0,Graduate Degree,Management,1,2,0,22127
M,F,70000,4,0,Graduate Degree,Management,1,2,1,22128
M,F,70000,4,0,Graduate Degree,Management,1,2,1,22129
M,M,70000,5,0,Graduate Degree,Management,1,2,1,22130
M,F,70000,5,0,Graduate Degree,Management,1,2,1,22131
M,F,70000,5,0,Graduate Degree,Management,1,2,1,22132
M,M,80000,4,0,Graduate Degree,Management,1,2,1,22133
M,M,60000,3,0,Graduate Degree,Management,1,2,0,22134
M,F,70000,5,0,Graduate Degree,Management,1,2,1,22135
M,M,80000,4,0,Graduate Degree,Management,1,2,1,22136
M,F,60000,3,0,Graduate Degree,Management,1,2,1,22137
M,F,80000,4,0,Graduate Degree,Management,1,2,0,22138
M,M,80000,4,0,Bachelors,Management,1,2,1,22139
M,F,50000,4,0,Bachelors,Management,1,2,1,22140
M,M,50000,4,0,Bachelors,Management,1,2,0,22141
M,M,50000,4,0,Bachelors,Management,1,2,0,22142
M,F,50000,4,0,Bachelors,Management,1,2,0,22143
M,M,60000,3,0,Graduate Degree,Management,1,2,0,22144
M,M,60000,3,0,Graduate Degree,Management,1,2,0,22145
S,M,50000,4,0,Bachelors,Management,1,2,0,22146
M,M,10000,2,1,Partial High School,Clerical,1,2,0,22147
M,F,10000,2,1,Partial High School,Clerical,1,2,0,22148
M,M,20000,4,0,High School,Skilled Manual,1,2,0,22149
M,M,30000,2,0,Partial College,Clerical,0,2,0,22150
M,M,10000,2,1,Partial High School,Clerical,1,2,0,22151
M,M,60000,0,0,Partial College,Skilled Manual,1,2,1,22152
M,F,70000,0,0,Partial College,Skilled Manual,0,2,1,22153
S,F,40000,0,0,Partial High School,Clerical,1,2,0,22154
M,M,20000,2,1,Partial High School,Clerical,1,2,0,22155
M,F,30000,3,0,Partial College,Clerical,0,2,0,22156
S,F,40000,0,0,Partial High School,Clerical,0,2,0,22157
S,F,40000,0,0,Partial High School,Clerical,1,2,0,22158
S,M,40000,0,0,Partial College,Skilled Manual,0,1,0,22159
S,M,40000,0,0,Partial College,Skilled Manual,0,1,0,22160
S,F,40000,0,0,Partial College,Skilled Manual,0,2,0,22161
M,M,60000,0,0,Partial College,Skilled Manual,1,2,0,22162
S,F,60000,0,0,Partial College,Skilled Manual,1,2,0,22163
S,F,70000,0,0,Partial College,Skilled Manual,0,2,1,22164
M,M,60000,0,0,Partial College,Skilled Manual,0,2,0,22165
S,F,60000,0,0,Partial College,Skilled Manual,0,2,0,22166
M,F,20000,2,1,Partial High School,Clerical,1,2,0,22167
M,F,30000,3,0,Partial College,Clerical,0,2,1,22168
M,F,20000,2,1,Partial High School,Clerical,1,2,0,22169
M,F,30000,3,0,Partial College,Clerical,0,2,1,22170
M,F,30000,3,0,High School,Skilled Manual,0,2,1,22171
M,M,30000,3,0,High School,Skilled Manual,1,2,1,22172
M,F,30000,3,0,High School,Skilled Manual,0,2,1,22173
M,M,30000,3,0,High School,Skilled Manual,1,2,1,22174
M,F,30000,3,0,High School,Skilled Manual,1,2,1,22175
M,M,40000,3,0,Partial College,Skilled Manual,0,2,0,22176
M,F,40000,3,0,Partial College,Skilled Manual,0,2,0,22177
M,F,40000,3,0,Partial College,Skilled Manual,1,2,1,22178
M,F,40000,3,0,Partial High School,Clerical,0,2,0,22179
S,M,70000,2,0,Partial College,Skilled Manual,0,2,1,22180
S,M,70000,2,0,Partial College,Skilled Manual,1,2,1,22181
S,F,40000,0,0,Partial College,Skilled Manual,0,2,1,22182
M,M,40000,0,0,Partial College,Skilled Manual,1,2,0,22183
M,M,60000,0,0,Partial College,Skilled Manual,1,2,0,22184
M,M,60000,0,0,Partial College,Skilled Manual,1,2,0,22185
S,M,60000,0,0,Partial College,Skilled Manual,0,2,1,22186
S,F,50000,0,0,High School,Skilled Manual,1,2,0,22187
M,F,60000,0,0,Partial College,Skilled Manual,1,2,1,22188
M,F,70000,0,0,Partial College,Professional,1,2,1,22189
S,M,60000,0,0,Partial College,Professional,0,2,0,22190
S,M,60000,0,0,Partial College,Professional,1,2,0,22191
S,M,60000,0,0,Partial College,Professional,0,2,0,22192
S,F,80000,2,0,High School,Skilled Manual,1,2,1,22193
S,M,80000,2,0,High School,Skilled Manual,1,2,1,22194
M,M,80000,2,0,High School,Skilled Manual,0,2,1,22195
S,M,80000,2,0,High School,Skilled Manual,0,2,1,22196
S,M,80000,2,0,High School,Skilled Manual,0,2,1,22197
M,M,80000,2,0,High School,Skilled Manual,0,2,1,22198
S,M,80000,2,0,High School,Skilled Manual,0,2,1,22199
S,F,70000,2,0,High School,Professional,1,2,1,22200
M,F,70000,2,0,High School,Professional,1,2,1,22201
M,M,70000,2,0,High School,Professional,1,2,1,22202
M,F,100000,1,1,Bachelors,Management,1,3,1,22203
M,M,110000,4,1,Bachelors,Management,1,3,0,22204
M,M,110000,4,1,Bachelors,Management,1,3,0,22205
S,F,110000,5,1,Bachelors,Management,1,4,0,22206
S,F,130000,0,0,Graduate Degree,Management,0,3,1,22207
M,F,110000,4,1,Bachelors,Management,1,4,0,22208
M,M,110000,1,1,Bachelors,Management,1,4,0,22209
M,F,110000,1,1,Bachelors,Management,1,4,0,22210
M,M,60000,0,0,Partial College,Professional,1,2,0,22211
M,F,110000,1,1,Bachelors,Management,1,4,0,22212
S,M,110000,1,2,Bachelors,Management,1,0,0,22213
M,F,120000,4,2,Bachelors,Management,1,0,0,22214
M,M,130000,0,1,Graduate Degree,Management,1,4,0,22215
S,M,150000,0,0,Bachelors,Management,1,2,1,22216
M,M,70000,2,0,Partial High School,Skilled Manual,0,2,0,22217
M,M,60000,2,0,High School,Professional,0,2,1,22218
M,F,60000,2,0,High School,Professional,1,2,0,22219
M,M,60000,2,0,High School,Professional,0,2,1,22220
M,M,60000,2,0,High School,Professional,0,2,1,22221
M,M,90000,2,0,Partial College,Professional,1,1,0,22222
M,F,90000,2,0,Partial College,Professional,1,1,0,22223
M,F,90000,2,0,Partial College,Professional,1,1,1,22224
S,F,90000,2,0,Partial College,Professional,1,1,1,22225
M,F,60000,2,0,High School,Professional,1,2,0,22226
M,F,60000,2,0,High School,Professional,1,2,0,22227
M,F,60000,2,0,High School,Professional,1,2,0,22228
M,M,60000,2,0,High School,Professional,0,2,1,22229
M,F,70000,3,0,Partial College,Professional,1,2,1,22230
M,F,70000,3,0,Partial College,Professional,1,2,1,22231
M,F,50000,1,1,Graduate Degree,Skilled Manual,1,0,1,22232
M,M,50000,1,1,Graduate Degree,Skilled Manual,1,0,1,22233
M,F,50000,1,1,Graduate Degree,Skilled Manual,1,0,1,22234
M,M,60000,1,0,Graduate Degree,Professional,1,0,1,22235
M,M,40000,1,1,Bachelors,Skilled Manual,1,0,1,22236
M,M,40000,1,1,Bachelors,Skilled Manual,1,1,0,22237
M,M,40000,1,1,Bachelors,Skilled Manual,1,1,1,22238
M,M,40000,1,1,Bachelors,Skilled Manual,1,1,0,22239
M,M,40000,1,1,Bachelors,Skilled Manual,1,1,0,22240
M,F,40000,1,1,Bachelors,Skilled Manual,1,1,1,22241
M,M,40000,1,1,Bachelors,Skilled Manual,1,1,0,22242
M,F,60000,1,0,Graduate Degree,Professional,1,0,1,22243
M,F,50000,1,1,Bachelors,Skilled Manual,1,1,0,22244
S,M,50000,2,2,Bachelors,Skilled Manual,1,0,1,22245
M,F,50000,2,2,Bachelors,Skilled Manual,1,0,1,22246
M,M,50000,2,2,Bachelors,Skilled Manual,1,0,1,22247
M,M,50000,2,2,Bachelors,Skilled Manual,1,0,1,22248
M,M,70000,3,0,Graduate Degree,Professional,1,0,1,22249
M,M,70000,3,0,Graduate Degree,Professional,1,0,1,22250
M,F,60000,1,0,Graduate Degree,Professional,1,0,1,22251
S,F,60000,1,0,Graduate Degree,Professional,1,0,1,22252
M,F,60000,2,0,Graduate Degree,Professional,1,0,1,22253
M,M,60000,2,0,Graduate Degree,Professional,1,0,1,22254
M,F,70000,3,0,Graduate Degree,Professional,1,0,1,22255
M,M,70000,4,0,Graduate Degree,Professional,1,0,1,22256
M,F,70000,4,0,Graduate Degree,Professional,1,0,1,22257
M,F,70000,4,0,Graduate Degree,Professional,1,0,1,22258
S,M,40000,0,0,Bachelors,Professional,1,1,1,22259
M,F,50000,2,2,Bachelors,Skilled Manual,1,1,1,22260
S,M,50000,2,2,Bachelors,Skilled Manual,1,1,1,22261
S,M,50000,2,2,Bachelors,Skilled Manual,1,1,1,22262
M,M,60000,3,3,Bachelors,Skilled Manual,1,0,0,22263
S,F,60000,0,0,Graduate Degree,Professional,0,0,0,22264
M,M,70000,0,0,Graduate Degree,Professional,0,0,0,22265
M,F,70000,4,0,Graduate Degree,Professional,1,0,1,22266
M,F,70000,4,0,Graduate Degree,Professional,1,0,1,22267
S,F,60000,2,0,Graduate Degree,Professional,1,0,1,22268
M,M,70000,5,5,Graduate Degree,Professional,1,3,0,22269
M,M,80000,2,0,Graduate Degree,Professional,1,0,1,22270
M,M,80000,3,0,Graduate Degree,Professional,1,0,1,22271
M,F,80000,3,0,Graduate Degree,Professional,1,0,1,22272
S,F,40000,0,0,Bachelors,Professional,1,1,1,22273
S,M,40000,0,0,Bachelors,Professional,1,1,1,22274
S,M,40000,0,0,Bachelors,Professional,0,1,1,22275
S,F,40000,0,0,Bachelors,Professional,0,1,1,22276
S,F,40000,0,0,Bachelors,Professional,0,1,0,22277
S,F,50000,3,3,Bachelors,Skilled Manual,1,1,0,22278
M,F,50000,3,3,Bachelors,Skilled Manual,1,2,0,22279
M,M,50000,3,3,Bachelors,Skilled Manual,0,3,0,22280
M,F,60000,0,0,Graduate Degree,Professional,1,0,1,22281
S,M,40000,0,0,Bachelors,Professional,0,1,1,22282
S,M,60000,4,4,Bachelors,Skilled Manual,1,2,0,22283
S,F,60000,4,4,Bachelors,Skilled Manual,0,3,1,22284
M,F,60000,4,4,Bachelors,Skilled Manual,1,3,0,22285
M,M,60000,5,5,Bachelors,Skilled Manual,1,3,0,22286
S,F,60000,5,5,Bachelors,Skilled Manual,1,3,1,22287
S,F,60000,4,2,Bachelors,Skilled Manual,0,2,1,22288
M,M,60000,4,2,Bachelors,Skilled Manual,1,2,1,22289
M,F,70000,4,2,Bachelors,Professional,1,2,1,22290
M,M,70000,4,2,Bachelors,Professional,1,2,1,22291
M,F,70000,4,2,Bachelors,Professional,1,2,1,22292
M,F,70000,4,2,Bachelors,Professional,1,2,1,22293
S,F,70000,0,0,Bachelors,Professional,0,1,1,22294
S,F,70000,0,0,Bachelors,Professional,1,1,1,22295
M,M,70000,0,0,Bachelors,Professional,0,1,0,22296
S,F,70000,0,0,Bachelors,Professional,1,1,1,22297
S,M,70000,0,0,Bachelors,Professional,0,1,1,22298
S,M,70000,4,2,Bachelors,Professional,1,2,1,22299
S,F,60000,3,2,Graduate Degree,Professional,0,0,1,22300
M,F,60000,3,2,Graduate Degree,Professional,1,0,1,22301
M,M,40000,1,1,Bachelors,Skilled Manual,1,0,1,22302
S,M,20000,0,0,Partial High School,Manual,1,2,0,22303
S,F,20000,0,0,Partial High School,Manual,0,2,0,22304
S,F,20000,0,0,Partial High School,Manual,0,2,0,22305
S,M,30000,0,0,High School,Manual,0,1,1,22306
M,F,40000,1,1,Bachelors,Skilled Manual,1,1,1,22307
M,F,40000,1,1,Bachelors,Skilled Manual,1,1,1,22308
M,F,40000,1,1,Bachelors,Skilled Manual,1,1,1,22309
S,F,20000,0,0,Partial High School,Manual,0,2,0,22310
S,M,30000,0,0,High School,Manual,0,1,1,22311
M,F,40000,1,1,Bachelors,Skilled Manual,1,1,1,22312
S,M,40000,2,2,Partial College,Clerical,1,0,1,22313
M,F,10000,0,0,Partial High School,Manual,0,2,0,22314
S,M,20000,0,0,Partial High School,Manual,1,2,0,22315
M,F,20000,0,0,Partial High School,Manual,0,2,1,22316
S,F,20000,0,0,Partial High School,Manual,0,2,0,22317
S,M,30000,0,0,High School,Manual,1,1,1,22318
S,M,30000,0,0,High School,Manual,0,1,1,22319
M,M,30000,0,0,High School,Manual,0,1,1,22320
S,M,40000,2,2,Partial College,Clerical,1,0,1,22321
S,M,30000,0,0,High School,Manual,1,1,1,22322
S,F,40000,2,2,Partial College,Clerical,1,1,1,22323
M,F,40000,2,2,Partial College,Clerical,0,1,0,22324
S,M,40000,2,2,Partial College,Clerical,1,2,0,22325
S,F,40000,3,3,Partial College,Clerical,1,1,0,22326
S,M,40000,3,3,Partial College,Clerical,1,2,1,22327
S,F,50000,0,0,Graduate Degree,Skilled Manual,1,0,1,22328
M,F,50000,0,0,Graduate Degree,Skilled Manual,1,0,1,22329
M,M,50000,0,0,Graduate Degree,Skilled Manual,1,0,1,22330
M,F,20000,2,0,Partial College,Clerical,0,2,0,22331
M,F,30000,1,0,Bachelors,Skilled Manual,1,1,0,22332
M,F,40000,1,0,Graduate Degree,Skilled Manual,1,1,0,22333
M,M,60000,0,0,Graduate Degree,Skilled Manual,1,0,1,22334
M,M,60000,0,0,Graduate Degree,Skilled Manual,1,0,1,22335
M,M,60000,0,0,Graduate Degree,Skilled Manual,1,0,1,22336
M,F,20000,2,0,High School,Manual,0,2,0,22337
M,M,20000,2,0,High School,Manual,0,2,0,22338
M,M,20000,2,0,High School,Manual,0,2,0,22339
M,M,20000,2,0,High School,Manual,0,2,0,22340
M,M,20000,2,0,High School,Manual,0,2,0,22341
M,M,20000,3,0,Partial High School,Clerical,0,2,0,22342
M,F,30000,1,0,High School,Clerical,1,1,1,22343
M,F,30000,1,0,High School,Clerical,1,1,1,22344
M,F,30000,2,0,High School,Skilled Manual,1,2,0,22345
M,F,40000,1,0,Partial College,Clerical,1,1,1,22346
M,F,30000,2,0,High School,Skilled Manual,0,2,0,22347
M,F,30000,2,0,High School,Skilled Manual,1,2,0,22348
M,M,30000,2,0,High School,Skilled Manual,1,2,0,22349
M,F,30000,2,0,High School,Skilled Manual,1,2,0,22350
M,F,30000,2,0,High School,Skilled Manual,0,2,0,22351
M,F,30000,2,0,High School,Skilled Manual,0,2,0,22352
M,F,30000,2,0,High School,Skilled Manual,1,2,0,22353
M,F,30000,2,0,High School,Skilled Manual,0,2,0,22354
M,M,30000,2,0,High School,Skilled Manual,0,2,0,22355
M,M,30000,2,0,High School,Skilled Manual,1,2,0,22356
M,M,30000,2,0,High School,Skilled Manual,1,2,0,22357
M,F,40000,1,0,Partial College,Clerical,1,1,0,22358
S,M,40000,2,0,Partial College,Clerical,0,1,0,22359
S,M,40000,2,0,Partial College,Clerical,0,1,0,22360
M,M,40000,2,0,Partial College,Clerical,1,1,0,22361
M,M,80000,5,0,Graduate Degree,Skilled Manual,0,0,0,22362
S,F,80000,5,0,Graduate Degree,Skilled Manual,1,0,0,22363
M,F,80000,5,0,Graduate Degree,Skilled Manual,1,0,0,22364
M,M,80000,5,0,Graduate Degree,Skilled Manual,0,0,0,22365
M,M,80000,4,0,Graduate Degree,Skilled Manual,0,0,0,22366
S,F,80000,4,0,Graduate Degree,Skilled Manual,1,0,0,22367
S,M,40000,2,0,Partial College,Clerical,0,1,1,22368
M,M,60000,4,0,Graduate Degree,Skilled Manual,1,0,0,22369
S,F,60000,4,0,Graduate Degree,Skilled Manual,1,0,0,22370
S,M,50000,0,0,Graduate Degree,Skilled Manual,0,0,0,22371
S,F,50000,0,0,Graduate Degree,Skilled Manual,1,0,1,22372
S,F,40000,0,0,Graduate Degree,Skilled Manual,1,0,1,22373
M,M,40000,0,0,Graduate Degree,Skilled Manual,1,0,1,22374
S,F,40000,1,0,Graduate Degree,Skilled Manual,1,0,0,22375
S,M,50000,1,0,Graduate Degree,Skilled Manual,1,0,0,22376
S,M,10000,1,0,Graduate Degree,Manual,1,0,0,22377
S,F,10000,1,0,Graduate Degree,Manual,0,0,0,22378
S,M,10000,1,0,Graduate Degree,Manual,0,0,0,22379
S,M,10000,1,0,Graduate Degree,Manual,0,0,0,22380
M,M,10000,1,0,Graduate Degree,Manual,1,0,0,22381
S,F,20000,1,0,Graduate Degree,Clerical,1,0,0,22382
M,M,20000,1,0,Graduate Degree,Clerical,1,0,0,22383
S,F,10000,1,0,Bachelors,Manual,1,0,0,22384
M,F,20000,1,0,Graduate Degree,Clerical,1,0,0,22385
M,M,20000,1,0,Graduate Degree,Clerical,1,0,0,22386
M,F,20000,1,0,Graduate Degree,Clerical,1,0,0,22387
M,M,20000,1,0,Graduate Degree,Clerical,1,0,0,22388
M,M,20000,1,0,Bachelors,Clerical,1,0,0,22389
M,M,20000,1,0,Bachelors,Clerical,1,0,0,22390
M,F,10000,2,0,Partial College,Manual,1,1,1,22391
M,F,10000,2,0,Partial College,Manual,1,1,1,22392
S,F,10000,2,0,Partial College,Manual,0,1,1,22393
S,F,20000,1,0,Graduate Degree,Clerical,0,0,0,22394
S,M,20000,1,0,Bachelors,Clerical,1,0,1,22395
S,F,30000,1,0,Bachelors,Clerical,1,0,1,22396
M,F,10000,2,0,Partial College,Manual,1,1,0,22397
M,F,20000,1,0,Partial College,Manual,1,0,1,22398
S,M,10000,0,0,Partial College,Manual,1,1,1,22399
M,M,10000,0,0,Partial College,Manual,0,1,1,22400
M,M,10000,0,0,Partial College,Manual,1,1,1,22401
M,M,10000,0,0,Partial College,Manual,1,1,1,22402
M,M,10000,0,0,Partial College,Manual,1,1,0,22403
S,F,10000,0,0,Partial College,Manual,0,1,1,22404
M,M,10000,0,0,Partial College,Manual,1,1,0,22405
M,M,10000,0,0,High School,Manual,1,2,1,22406
M,F,10000,1,1,High School,Manual,1,0,1,22407
S,M,10000,1,1,High School,Manual,0,0,1,22408
S,F,20000,0,0,Bachelors,Clerical,1,0,1,22409
S,F,20000,0,0,Bachelors,Clerical,0,0,1,22410
S,F,20000,0,0,Bachelors,Clerical,0,0,1,22411
M,M,20000,0,0,Bachelors,Clerical,0,0,1,22412
M,F,20000,1,0,Partial College,Manual,1,0,0,22413
S,M,20000,2,0,Partial College,Manual,0,1,1,22414
S,F,30000,1,0,Bachelors,Clerical,0,0,1,22415
M,F,30000,1,0,Bachelors,Clerical,0,0,1,22416
M,M,20000,1,1,Partial College,Manual,1,0,0,22417
M,M,30000,4,0,Graduate Degree,Clerical,1,0,1,22418
S,M,10000,1,1,High School,Manual,0,1,0,22419
S,M,10000,1,1,High School,Manual,0,1,0,22420
S,F,20000,2,0,Partial College,Manual,0,1,0,22421
M,F,30000,3,0,Graduate Degree,Clerical,0,0,1,22422
S,M,20000,2,0,Partial College,Manual,0,1,1,22423
S,M,20000,2,0,Partial College,Manual,1,1,0,22424
S,M,20000,2,0,Partial College,Manual,0,1,0,22425
M,F,30000,3,0,Graduate Degree,Clerical,1,0,1,22426
S,M,30000,3,0,Bachelors,Clerical,0,0,1,22427
S,F,30000,3,0,Bachelors,Clerical,0,0,1,22428
M,M,30000,3,0,Bachelors,Clerical,1,0,1,22429
S,M,40000,3,0,Graduate Degree,Clerical,0,0,1,22430
S,F,10000,1,1,High School,Manual,0,1,0,22431
S,F,10000,2,2,High School,Manual,1,0,1,22432
S,M,20000,0,0,Partial College,Manual,0,1,1,22433
S,M,20000,0,0,Partial College,Manual,0,1,1,22434
S,M,10000,2,2,High School,Manual,1,0,0,22435
S,M,30000,0,0,Bachelors,Clerical,1,0,1,22436
S,F,40000,0,0,Graduate Degree,Clerical,0,0,1,22437
S,M,20000,0,0,Partial College,Manual,0,1,1,22438
M,F,30000,0,0,Bachelors,Clerical,1,0,1,22439
S,F,30000,0,0,Bachelors,Clerical,0,0,1,22440
S,F,30000,1,0,Bachelors,Clerical,1,0,1,22441
S,F,30000,1,0,Bachelors,Clerical,1,0,1,22442
S,M,30000,1,0,Bachelors,Clerical,0,0,1,22443
S,M,40000,0,0,Graduate Degree,Clerical,0,0,1,22444
S,F,40000,0,0,Graduate Degree,Clerical,0,0,1,22445
S,M,40000,0,0,Graduate Degree,Clerical,0,0,1,22446
M,F,40000,0,0,Graduate Degree,Clerical,1,0,1,22447
S,F,40000,0,0,Graduate Degree,Clerical,1,0,1,22448
M,F,40000,0,0,Graduate Degree,Clerical,1,0,1,22449
M,F,50000,0,0,Graduate Degree,Skilled Manual,1,0,1,22450
S,F,50000,0,0,Graduate Degree,Skilled Manual,0,0,1,22451
S,F,50000,0,0,Graduate Degree,Skilled Manual,1,0,1,22452
M,M,10000,3,0,Bachelors,Clerical,1,2,0,22453
M,F,10000,3,0,Partial College,Manual,0,2,0,22454
M,M,10000,3,0,Partial College,Manual,1,2,0,22455
S,F,20000,2,0,Partial College,Manual,0,1,1,22456
M,F,10000,2,2,High School,Manual,0,1,0,22457
S,F,20000,1,1,Partial College,Manual,0,0,1,22458
M,M,20000,1,1,Partial College,Manual,1,0,1,22459
S,M,20000,1,1,Partial College,Manual,1,0,1,22460
S,M,20000,1,1,Partial College,Manual,1,1,1,22461
S,F,20000,1,1,Partial College,Manual,0,1,1,22462
M,M,30000,1,1,Bachelors,Clerical,1,0,1,22463
M,M,40000,0,0,Graduate Degree,Clerical,1,0,1,22464
S,M,40000,0,0,Graduate Degree,Clerical,1,0,1,22465
S,M,20000,1,1,Partial College,Manual,0,1,1,22466
S,M,20000,1,1,Partial College,Manual,1,1,1,22467
M,M,20000,1,1,Partial College,Manual,1,1,1,22468
M,F,20000,1,1,Partial College,Manual,1,1,1,22469
M,F,30000,1,1,Bachelors,Clerical,1,0,1,22470
S,M,30000,1,1,Bachelors,Clerical,1,0,1,22471
S,F,30000,1,1,Bachelors,Clerical,0,0,1,22472
S,M,30000,1,1,Bachelors,Clerical,1,1,1,22473
S,F,10000,5,4,Partial High School,Manual,1,2,0,22474
